"V1","V2","V3","V4"
1441,1.93,0.821312584573748,0.84
1442,2.06,0.78992816091954,0.8
1443,2.17,0.727459677419355,0.71
1444,2.05,0.8865,0.865
1445,1.83,0.74505376344086,0.72
1446,1.88,0.779833333333333,0.79
1447,1.73,0.709327956989247,0.685
1448,1.68,0.715645161290323,0.7
1449,1.99,0.808833333333333,0.79
1450,1.83,0.851639784946237,0.84
1451,2.14,0.830444444444444,0.81
1452,2.06,0.894596774193548,0.87
1453,1.91,0.821948924731183,0.81
1454,1.93,0.800818452380952,0.8
1455,1.74,0.683077956989247,0.68
1456,1.68,0.725597222222222,0.71
1457,1.89,0.773387096774194,0.78
1458,1.7,0.763069444444444,0.765
1459,1.74,0.730913978494624,0.74
1460,1.76,0.718481182795699,0.69
1461,1.77,0.750277777777778,0.74
1462,2.06,0.805913978494624,0.78
1463,2.05,0.850180555555556,0.83
1464,1.96,0.868198924731183,0.87
1465,1.94,0.773467741935484,0.77
1466,1.94,0.762723214285714,0.78
1467,1.96,0.767459677419355,0.74
1468,2.06,0.771958333333333,0.76
1469,1.86,0.717956989247312,0.69
1470,1.8,0.713916666666667,0.69
1471,1.71,0.702379032258065,0.69
1472,1.73,0.716344086021505,0.69
1473,1.88,0.725972222222222,0.72
1474,2.02,0.832069892473118,0.835
1475,2.02,0.909930555555556,0.895
1476,2,0.857163978494624,0.84
1477,2.17,0.859986559139785,0.84
1478,2.02,0.799880952380952,0.77
1479,2.08,0.779556451612903,0.78
1480,1.86,0.781319444444444,0.8
1481,1.8,0.745403225806452,0.74
1482,1.93,0.817555555555556,0.83
1483,1.68,0.747916666666667,0.74
1484,1.85,0.763494623655914,0.745
1485,1.8,0.791902777777778,0.77
1486,1.89,0.810591397849462,0.81
1487,2.06,0.839958333333333,0.82
1488,2.18,0.819879032258064,0.81
1489,2.06,0.784005376344086,0.79
1490,2.03,0.849908045977012,0.835
1491,1.97,0.934825268817204,0.93
1492,2.14,0.802458333333333,0.775
1493,1.77,0.774018817204301,0.77
1494,1.89,0.793111111111111,0.8
1495,1.86,0.762849462365591,0.745
1496,1.79,0.817836021505376,0.83
1497,1.91,0.787888888888889,0.8
1498,2.02,0.880416666666667,0.86
1499,2.06,0.843513888888889,0.86
1500,1.88,0.821317204301075,0.815
1501,2.05,0.818951612903226,0.82
1502,1.89,0.715848214285714,0.72
1503,1.71,0.664771505376344,0.64
1504,1.83,0.763111111111111,0.77
1505,1.8,0.758763440860215,0.77
1506,1.83,0.766361111111111,0.77
1507,1.68,0.744072580645161,0.74
1508,1.76,0.771787634408602,0.77
1509,1.82,0.805513888888889,0.8
1510,2.03,0.862284946236559,0.86
1511,1.93,0.829902777777778,0.83
1512,1.93,0.840362903225806,0.83
1513,2.11,0.791209677419355,0.77
1514,2.17,0.882172619047619,0.86
1515,1.83,0.748037634408602,0.74
1516,1.83,0.783513888888889,0.8
1517,1.83,0.77864247311828,0.77
1518,1.65,0.741847222222222,0.74
1519,1.68,0.74622311827957,0.74
1520,1.85,0.784436827956989,0.77
1521,1.96,0.769256944444444,0.74
1522,2.23,0.83575,0.8
1523,1.83,0.753305555555556,0.77
1524,2.38,0.891659946236559,0.91
1525,2.02,0.78005376344086,0.74
1526,2.26,0.839761904761905,0.86
1527,1.96,0.794166666666667,0.77
1528,1.93,0.788805555555556,0.8
