V1,V2,V3,V4
2029,5.7,3.365954301,3.445
2030,5.96,3.3859375,3.42
2031,5.66,3.287822581,3.32
2032,5.25,3.132361111,3.24
2033,5.55,3.185793011,3.24
2034,5.25,3.210097222,3.33
2035,5.5,3.079556452,3.14
2036,5.6,3.117069892,3.17
2037,5.5,3.221097222,3.27
2038,5.45,3.23141129,3.275
2039,5.62,3.312652778,3.31
2040,5.02,3.129704301,3.2
2041,NA,NA,NA
2042,NA,NA,NA
2043,NA,NA,NA
2044,NA,NA,NA
2045,NA,NA,NA
2046,NA,NA,NA
2047,NA,NA,NA
2048,NA,NA,NA
2049,NA,NA,NA
2050,NA,NA,NA
2051,NA,NA,NA
2052,NA,NA,NA
2053,NA,NA,NA
2054,NA,NA,NA
2055,NA,NA,NA
2056,NA,NA,NA
2057,NA,NA,NA
2058,NA,NA,NA
2059,NA,NA,NA
2060,NA,NA,NA
2061,NA,NA,NA
2062,NA,NA,NA
2063,NA,NA,NA
2064,NA,NA,NA
2065,NA,NA,NA
2066,NA,NA,NA
2067,NA,NA,NA
2068,NA,NA,NA
2069,NA,NA,NA
2070,NA,NA,NA
2071,NA,NA,NA
2072,NA,NA,NA
2073,NA,NA,NA
2074,NA,NA,NA
2075,NA,NA,NA
2076,NA,NA,NA
2077,NA,NA,NA
2078,NA,NA,NA
2079,NA,NA,NA
2080,NA,NA,NA
2081,NA,NA,NA
2082,NA,NA,NA
2083,NA,NA,NA
2084,NA,NA,NA
2085,NA,NA,NA
2086,NA,NA,NA
2087,NA,NA,NA
2088,NA,NA,NA
2089,NA,NA,NA
2090,NA,NA,NA
2091,NA,NA,NA
2092,NA,NA,NA
2093,NA,NA,NA
2094,NA,NA,NA
2095,NA,NA,NA
2096,NA,NA,NA
2097,NA,NA,NA
2098,NA,NA,NA
2099,NA,NA,NA
2100,NA,NA,NA
2101,NA,NA,NA
2102,NA,NA,NA
2103,NA,NA,NA
2104,NA,NA,NA
2105,NA,NA,NA
2106,NA,NA,NA
2107,NA,NA,NA
2108,NA,NA,NA
2109,5.58,3.081375,3.185
2110,5.44,3.082150538,3.18
2111,5.48,3.100527778,3.175
2112,5.34,3.006330645,3.1
2113,5.22,2.999744624,3.09
2114,5.54,3.042758621,3.095
2115,5.52,2.980040323,3.035
2116,5.44,2.952402778,3.015
2117,5.28,2.96,3.01
2118,5.1,2.938666667,3.035
2119,5.18,3.014516129,3.07
2120,5.46,3.048400538,3.12
2121,5.71,3.123180556,3.2
2122,5.99,3.361801075,3.41
2123,NA,NA,NA
2124,NA,NA,NA
2125,NA,NA,NA
2126,NA,NA,NA
2127,NA,NA,NA
2128,5.47,3.052888889,3.11
2129,5.46,3.093454301,3.18
2130,5.4,3.104402778,3.205
2131,5.41,3.047311828,3.13
2132,5.33,3.090215054,3.17
2133,5.33,3.0485,3.115
2134,5.53,3.205672043,3.26
2135,5.54,3.121569444,3.195
2136,5.71,3.221465054,3.3
2137,5.89,3.116397849,3.21
2138,5.76,3.23139881,3.29
2139,5.45,3.138924731,3.24
2140,5.36,3.095416667,3.14
2141,5.37,3.082607527,3.18
2142,5.32,3.066027778,3.15
2143,5.33,3.008534946,3.11
2144,5.52,3.015174731,3.085
2145,5.34,2.976847222,3.07
2146,5.31,2.969650538,3.06
2147,5.14,3.040986111,3.09
2148,5.89,3.373024194,3.455
2149,5.76,3.189099462,3.24
2150,5.84,3.209300595,3.3
2151,5.74,3.148642473,3.2
2152,5.29,3.126236111,3.205
2153,5.33,3.070685484,3.11
2154,5.32,3.050388889,3.12
2155,5.41,2.996451613,3.065
2156,5.4,3.048803763,3.115
2157,5.7,3.073305556,3.15
2158,5.84,3.196639785,3.28
2159,5.37,3.0525,3.125
2160,5.09,3.106491935,3.2
2161,5.71,3.163642473,3.2
2162,5.79,3.130201149,3.17
2163,5.78,3.118373656,3.175
2164,5.77,3.052611111,3.115
2165,5.42,3.110900538,3.19
2166,NA,NA,NA
2167,5.38,3.122741935,3.18
2168,5.53,3.101794159,3.15
2169,NA,NA,NA
2170,5.88,3.162674731,3.19
2171,5.47,3.120416667,3.19
2172,5.25,2.97563172,3
2173,5.11,2.943723118,3.005
2174,5.33,3.059315476,3.14
2175,5.78,3.212956989,3.285
2176,5.57,3.075055556,3.135
2177,5.53,3.170094086,3.255
2178,5.37,3.081069444,3.16
2179,5.28,3.021693548,3.09
2180,5.23,3.057043011,3.125
2181,5.43,3.154138889,3.19
2182,5.78,3.213145161,3.255
2183,5.48,3.080722222,3.145
2184,5.66,3.312379032,3.38
2185,5.65,3.208252688,3.275
2186,5.44,3.151220238,3.185
2187,5.47,3.035282258,3.1
2188,NA,NA,NA
2189,5.38,3.052016129,3.15
2190,5.37,3.091027778,3.15
2191,5.32,3.070241935,3.15
2192,5.36,3.06733871,3.11
2193,5.48,3.158736111,3.235
2194,NA,NA,NA
2195,5.37,3.2235,3.295
2196,NA,NA,NA
2197,5.6,3.105913978,3.17
2198,5.62,3.097693452,3.185
2199,5.51,3.064543011,3.135
2200,5.39,3.194166667,3.265
2201,5.5,3.220554804,3.28
2202,5.13,3.072972222,3.17
2203,5.25,3.097083333,3.14
2204,5.46,3.050819892,3.105
2205,5.69,3.119194444,3.17
2206,5.5,3.097768707,3.18
2207,5.39,3.218736111,3.27
2208,5.54,3.208091398,3.245
2209,5.55,3.152540323,3.22
2210,5.68,3.00875,3.025
2211,5.6,3.098951613,3.175
2212,5.44,3.075180556,3.11
2213,5.28,3.135067204,3.21
2214,5.06,3.060666667,3.125
2215,5.4,3.056263441,3.16
2216,5.51,3.060282258,3.13
2217,5.7,3.097888889,3.155
2218,5.74,3.162123656,3.255
2219,5.75,3.347222222,3.4
2220,5.18,3.17397039,3.21
2221,NA,NA,NA
2222,5.6,3.159151786,3.23
2223,5.42,3.112432796,3.2
2224,5.96,3.124305556,3.14
2225,5.58,3.112634409,3.19
2226,5.33,3.079763889,3.17
2227,NA,NA,NA
2228,5.32,3.087231183,3.17
2229,5.37,3.040611111,3.085
2230,5.47,3.084717742,3.175
2231,5.41,3.156944444,3.23
2232,NA,NA,NA
2233,5.32,3.114301075,3.155
2234,5.4,3.180386905,3.25
2235,5.6,3.088400538,3.12
2236,5.47,3.108643815,3.17
2237,NA,NA,NA
2238,5.3,3.070986111,3.115
2239,5.2,3.032983871,3.115
2240,5.42,3.073682796,3.12
2241,5.22,3.0475,3.1
2242,5.31,3.097795699,3.15
2243,5.24,3.073888889,3.13
2244,5.19,3.103776882,3.2
2245,NA,NA,NA
2246,5.49,3.097991071,3.185
2247,5.59,3.079099462,3.14
2248,5.19,3.141888889,3.21
2249,5.24,3.046612903,3.095
2250,5.15,3.073361111,3.12
2251,5.35,3.097446237,3.145
2252,NA,NA,NA
2253,5.59,3.147388889,3.2
2254,5.97,3.322822581,3.4
2255,5.27,3.184041667,3.275
2256,5.22,3.246424731,3.345
2257,5.71,3.293373656,3.36
2258,5.59,3.125905172,3.175
2259,NA,NA,NA
2260,5.54,3.098986111,3.17
2261,5.23,3.162446237,3.185
2262,5.15,3.113263889,3.15
2263,5.42,3.112849462,3.18
2264,5.7,3.101639785,3.19
2265,5.74,3.066430556,3.135
2266,5.66,3.220053763,3.28
2267,5.14,3.192513889,3.26
2268,4.91,3.036061828,3.13
2269,5.32,3.040645161,3.09
2270,5.67,3.128794643,3.17
2271,5.72,3.092647849,3.18
2272,5.62,3.128986111,3.19
2273,5.33,3.095107527,3.205
2274,5.11,3.087527778,3.145
2275,5.19,3.041223118,3.12
2276,5.44,3.076948925,3.15
2277,5.71,3.061583333,3.15
2278,5.47,3.118951613,3.185
2279,NA,NA,NA
2280,5.69,3.334677419,3.395
2281,5.58,3.138830645,3.175
