"V1","V2","V3","V4"
2053,1.16,-0.019260752688172,0.07
2054,1.3,-0.096875,0
2055,1.08,-0.205094086021505,-0.12
2056,1.13,-0.215708333333333,-0.13
2057,0.73,-0.214112903225806,-0.125
2058,0.86,-0.107083333333333,0
2059,1.02,-0.13630376344086,0
2060,0.97,-0.0518548387096774,0.08
2061,1.01,-0.139555555555556,-0.02
2062,1.31,-0.0653091397849462,-0.02
2063,2.17,0.100513888888889,0.15
2064,1.27,-0.0854838709677419,-0.02
2065,1.36,-0.323965053763441,-0.24
2066,0.91,-0.245,-0.14
2067,1.28,-0.229032258064516,-0.15
2068,1.05,-0.106472222222222,-0.03
2069,1.19,-0.0986424731182796,0
2070,0.81,-0.0789444444444444,0.05
2071,0.82,-0.11008064516129,0.015
2072,0.83,-0.0977150537634409,0.035
2073,0.94,-0.105458333333333,-0.015
2074,1.39,-0.0906854838709677,-0.07
2075,1.69,0.16975,0.24
2076,1.12,-0.0561290322580645,0.02
2077,1.01,-0.167889784946237,-0.025
2078,1.34,0.0286458333333333,0.105
2079,0.89,-0.198118279569892,-0.11
2080,1.83,-0.105375,-0.055
2081,0.8,-0.184529569892473,-0.05
2082,0.87,-0.195069444444444,-0.09
2083,0.88,-0.0539112903225806,0.08
2084,0.9,-0.14510752688172,-0.01
2085,1.08,-0.0367361111111111,0.1
2086,1.16,-0.0543817204301075,0.04
2087,2.18,0.263930555555556,0.32
2088,2.28,0.106048387096774,0.17
2089,1.49,-0.0409274193548387,0.04
2090,1.45,-0.100520833333333,-0.02
2091,1.01,-0.289327956989247,-0.145
2092,0.63,-0.30825,-0.215
2093,1.07,-0.200860215053763,-0.085
2094,0.84,-0.167652777777778,-0.05
2095,1.03,-0.0578897849462366,0.095
2096,0.77,-0.140698924731183,0
2097,1.14,0.0798333333333333,0.215
2098,2.08,0.0647849462365591,0.15
2099,2.08,0.0790555555555556,0.16
2100,1.97,0.291895161290323,0.355
2101,1.64,0.160268817204301,0.255
2102,0.92,-0.247113095238095,-0.18
2103,1.09,-0.127540322580645,-0.05
2104,1.08,-0.172236111111111,-0.07
2105,0.83,-0.219368279569892,-0.15
2106,0.69,-0.180944444444444,-0.06
2107,0.96,-0.11627688172043,0.01
2108,0.78,-0.124422043010753,0.01
2109,1.12,0.0151666666666667,0.12
2110,1.07,-0.0885752688172043,0.005
2111,1.59,-0.0115555555555556,0.05
2112,1.31,0.00811827956989247,0.08
2113,2.95,0.137513440860215,0.19
2114,0.94,-0.21441091954023,-0.08
2115,1.19,-0.274556451612903,-0.17
2116,0.91,-0.247763888888889,-0.16
2117,0.96,-0.168655913978495,-0.04
2118,0.79,-0.155791666666667,-0.04
2119,0.91,-0.121626344086022,0.02
2120,0.79,-0.171854838709677,-0.035
2121,1.53,-0.067125,0.07
2122,1.11,-0.00776881720430108,0.12
2123,1.48,0.0497361111111111,0.11
2124,1.57,-0.00962365591397849,0.05
2125,1.26,-0.0432930107526882,0.075
2126,1.07,-0.0391815476190476,0.105
2127,1.32,-0.108561827956989,-0.01
2128,1.12,0.003375,0.12
2129,0.94,-0.218454301075269,-0.09
2130,0.96,-0.0939861111111111,0.03
2131,0.89,-0.0622177419354839,0.085
2132,1.01,-0.100241935483871,0.06
2133,1.3,-0.0248472222222222,0.08
2134,1.61,0.0521102150537634,0.18
2135,2.1,0.356805555555556,0.375
2136,2.2,-0.0115322580645161,0.05
2137,1.75,0.0308736559139785,0.145
2138,0.88,-0.221949404761905,-0.09
2139,1.35,0.0289784946236559,0.19
2140,0.87,-0.229027777777778,-0.08
2141,0.92,-0.159865591397849,-0.035
2142,1.03,-0.0553333333333333,0.09
2143,0.93,-0.0401209677419355,0.11
2144,0.84,-0.0247311827956989,0.12
2145,1.36,0.144902777777778,0.29
2146,1.2,0.00560483870967742,0.13
2147,1.55,0.0888888888888889,0.19
2148,1.24,-0.136182795698925,-0.055
2149,1.47,-0.0900537634408602,-0.02
2150,1.21,-0.162738095238095,-0.055
2151,1.46,-0.0159005376344086,0.12
2152,1.34,-0.108180555555556,0.025
2153,0.98,-0.142997311827957,0.015
2154,0.91,-0.114291666666667,0.02
2155,0.84,-0.0431048387096774,0.1
2156,0.99,-0.00926075268817204,0.155
2157,1.35,0.0189444444444444,0.13
2158,1.05,-0.119193548387097,-0.04
2159,1.47,0.121555555555556,0.195
2160,2.28,0.175604838709677,0.26
2161,1.11,-0.11505376344086,-0.02
2162,1.01,-0.13235632183908,0.01
2163,1.4,-0.161048387096774,-0.07
2164,1.63,-0.0455694444444444,0.07
2165,0.7,-0.208131720430108,-0.08
2166,1.05,-0.0380416666666667,0.12
2167,1.17,0.00428763440860215,0.17
2168,1.19,0.0384811827956989,0.205
2169,1.64,0.0395833333333333,0.18
2170,1.58,0.158965053763441,0.265
2171,1.51,0.00198611111111111,0.015
2172,1.51,0.138333333333333,0.185
2173,1.91,0.0821236559139785,0.16
2174,1.4,-0.115297619047619,-0.01
2175,1.75,-0.000631720430107526,0.12
2176,0.77,-0.226819444444444,-0.13
2177,1.11,-0.0666263440860215,0.1
2178,0.93,-0.0400138888888889,0.1
2179,0.8,-0.0378360215053763,0.14
2180,1.28,0.0148521505376344,0.15
