V1,V2,V3,V4
931,1.091,0.556446237,0.514
932,1.091,0.600942204,0.592
933,1.061,0.617408333,0.544
934,1.031,0.619392473,0.544
935,1.091,0.610056944,0.544
936,1.091,0.54999328,0.483
937,1.131,0.591827957,0.561
938,1.061,0.572879464,0.5375
939,1.018,0.577192204,0.539
940,0.993,0.549598611,0.512
941,1.058,0.577313172,0.5345
942,1.155,0.630679167,0.5835
943,1.167,0.664034946,0.625
944,1.073,0.628516824,0.609
945,NA,NA,NA
946,1.018,0.573430108,0.539
947,NA,NA,NA
948,NA,NA,NA
949,NA,NA,NA
950,1.021,0.53980245,0.512
951,NA,NA,NA
952,0.975,0.523490278,0.488
953,NA,NA,NA
954,1.097,0.588427778,0.549
955,1.128,0.595255376,0.549
956,1.082,0.57113172,0.533
957,0.994,0.592788889,0.549
958,1.097,0.608719086,0.579
959,1.067,0.558549275,0.512
960,1.082,0.539475806,0.502
961,1.073,0.555619624,0.518
962,NA,NA,NA
963,NA,NA,NA
964,0.975,0.454613889,0.402
965,1.055,0.474072581,0.4405
966,0.991,0.483886111,0.451
967,NA,NA,NA
968,NA,NA,NA
969,0.914,0.538468056,0.503
970,0.945,0.555634409,0.518
971,1.024,0.555263889,0.518
972,NA,NA,NA
973,NA,NA,NA
974,NA,NA,NA
975,NA,NA,NA
976,NA,NA,NA
977,NA,NA,NA
978,NA,NA,NA
979,NA,NA,NA
980,NA,NA,NA
981,NA,NA,NA
982,NA,NA,NA
983,NA,NA,NA
984,NA,NA,NA
985,NA,NA,NA
986,NA,NA,NA
987,NA,NA,NA
988,NA,NA,NA
989,NA,NA,NA
990,NA,NA,NA
991,NA,NA,NA
992,NA,NA,NA
993,NA,NA,NA
994,NA,NA,NA
995,NA,NA,NA
996,NA,NA,NA
997,NA,NA,NA
998,NA,NA,NA
999,NA,NA,NA
1000,NA,NA,NA
1001,NA,NA,NA
1002,NA,NA,NA
1003,NA,NA,NA
1004,NA,NA,NA
1005,NA,NA,NA
1006,NA,NA,NA
1007,NA,NA,NA
1008,NA,NA,NA
1009,NA,NA,NA
1010,NA,NA,NA
1011,NA,NA,NA
1012,NA,NA,NA
1013,NA,NA,NA
1014,NA,NA,NA
1015,NA,NA,NA
1016,NA,NA,NA
1017,NA,NA,NA
1018,NA,NA,NA
1019,NA,NA,NA
1020,NA,NA,NA
1021,NA,NA,NA
1022,NA,NA,NA
1023,NA,NA,NA
1024,NA,NA,NA
1025,NA,NA,NA
1026,NA,NA,NA
1027,NA,NA,NA
1028,NA,NA,NA
1029,NA,NA,NA
1030,NA,NA,NA
1031,NA,NA,NA
1032,NA,NA,NA
1033,NA,NA,NA
1034,NA,NA,NA
1035,NA,NA,NA
1036,NA,NA,NA
1037,NA,NA,NA
