V1,V2,V3,V4
2123,3.61,2.251513889,2.38
2124,3.8,2.316666667,2.48
2125,3.58,2.258944444,2.44
2126,3.78,2.277321429,2.48
2127,3.66,2.215860215,2.345
2128,NA,NA,NA
2129,3.43,2.208602151,2.35
2130,3.49,2.178236111,2.375
2131,3.39,2.176397849,2.37
2132,3.32,2.27547043,2.43
2133,3.38,2.303388889,2.445
2134,3.63,2.288508065,2.44
2135,3.86,2.372791667,2.485
2136,4.16,2.485456989,2.63
2137,4.07,2.521013889,2.67
2138,4.07,2.442449923,2.59
2139,3.56,2.306653226,2.455
2140,3.46,2.261111111,2.41
2141,3.46,2.160900538,2.27
2142,3.45,2.193041667,2.33
2143,3.52,2.208696237,2.4
2144,3.32,2.229596774,2.43
2145,3.42,2.267513889,2.39
2146,3.25,2.189166667,2.275
2147,3.38,2.118708333,2.275
2148,3.75,2.125362903,2.31
2149,3.53,2.243548387,2.405
2150,3.94,2.396026786,2.585
2151,3.59,2.268534946,2.41
2152,3.3,2.215388889,2.355
2153,3.35,2.154717742,2.29
2154,3.47,2.152486111,2.3
2155,3.45,2.230510753,2.34
2156,3.46,2.231129032,2.4
2157,3.59,2.269861111,2.44
2158,3.6,2.311129032,2.42
2159,3.69,2.294458333,2.395
2160,4.04,2.403373656,2.565
2161,3.84,2.365685484,2.55
2162,3.88,2.393247126,2.525
2163,3.78,2.295362903,2.4
2164,3.42,2.222055556,2.33
2165,3.43,2.182741935,2.35
2166,3.42,2.22625,2.395
2167,3.52,2.192715054,2.37
2168,3.41,2.23516129,2.395
2169,3.34,2.236291667,2.42
2170,3.46,2.238346774,2.4
2171,3.93,2.359569444,2.49
2172,4.09,2.459758065,2.61
2173,3.9,2.457298387,2.65
2174,3.96,2.402247024,2.58
2175,3.48,2.344086022,2.54
2176,3.46,2.271652778,2.38
2177,3.51,2.264166667,2.365
2178,3.64,2.252319444,2.435
2179,3.56,2.271021505,2.46
2180,3.41,2.29438172,2.46
2181,3.38,2.30875,2.46
2182,3.59,2.380443548,2.51
2183,4.12,2.496472222,2.63
2184,4.12,2.506827957,2.69
2185,3.94,2.414233871,2.56
2186,3.73,2.413050595,2.62
2187,3.7,2.444475806,2.61
2188,3.78,2.372444444,2.5
2189,3.53,2.226935484,2.355
2190,3.72,2.323958333,2.47
2191,3.53,2.316935484,2.49
2192,3.39,2.344798387,2.56
2193,3.41,2.373847222,2.565
2194,3.82,2.425981183,2.545
2195,3.99,2.483166667,2.58
2196,4.38,2.511922043,2.71
2197,4.29,2.591451613,2.82
2198,3.99,2.62358631,2.805
2199,3.81,2.532392473,2.69
2200,3.57,2.307513889,2.43
2201,3.63,2.272647849,2.43
2202,3.61,2.291597222,2.5
2203,3.59,2.338239247,2.495
2204,3.51,2.351048387,2.54
2205,3.44,2.325166667,2.525
2206,3.62,2.311451613,2.47
2207,4.03,2.583083333,2.745
2208,3.85,2.364274194,2.565
2209,3.88,2.28219086,2.52
2210,3.82,2.384511494,2.56
2211,3.83,2.333857527,2.45
2212,3.61,2.236986111,2.34
2213,3.49,2.221693548,2.38
