V1,V2,V3,V4
1987,0.45,0.051760753,0.05
1988,0.65,0.047244624,0.04
1989,0.73,0.088958333,0.08
1990,1.19,0.06375,-0.02
1991,0.95,0.014777778,-0.04
1992,0.61,0.04844086,0.06
1993,0.44,-0.199448925,-0.21
1994,0.4,-0.072723214,-0.08
1995,0.46,0.040537634,0.05
1996,0.56,-0.167111111,-0.18
1997,0.54,-0.062755376,-0.09
1998,0.29,-0.005194444,0
1999,0.43,0.084543011,0.08
2000,0.5,0.065107527,0.06
2001,0.94,0.206722222,0.19
2002,0.46,0.104677419,0.1
2003,0.57,0.055944444,0.07
2004,0.78,-0.139180108,-0.13
2005,0.14,-0.456871429,-0.47
2006,1.29,-0.055952381,-0.17
2007,1.11,0.266861925,0.25
2008,0.64,-0.040513889,-0.08
2009,0.63,0.000900538,-0.01
2010,0.61,0.076708333,0.05
2011,0.45,0.073467742,0.08
2012,0.55,0.103494624,0.09
2013,0.66,0.107611111,0.08
2014,1.09,0.395833333,0.37
2015,0.96,0.181041667,0.15
2016,1.01,0.151774194,0.12
2017,0.67,0.032580645,0.01
2018,0.4,-0.058951149,-0.05
2019,0.67,0.051034946,0.04
2020,0.71,-0.097083333,-0.11
2021,0.3,-0.150604839,-0.16
2022,0.56,-0.053180556,-0.07
2023,0.28,-0.109475806,-0.12
2024,0.22,-0.08358871,-0.08
2025,0.4,-0.025152778,-0.04
2026,0.77,0.129489247,0.1
2027,0.58,-0.068972222,-0.1
2028,0.51,-0.024475806,-0.04
2029,0.47,-0.084408602,-0.09
2030,0.62,-0.179732143,-0.2
2031,0.35,-0.237620968,-0.26
2032,0.5,-0.121791667,-0.15
2033,0.32,-0.152419355,-0.14
2034,0.25,-0.057472222,-0.05
2035,0.33,0.009879032,0.01
2036,0.38,-0.045497312,-0.06
2037,1.05,0.083958333,0.02
2038,0.86,0.12483871,0.09
2039,1.06,0.275625,0.25
2040,0.34,-0.136827957,-0.12
2041,0.5,-0.145483871,-0.14
2042,0.62,-0.105431548,-0.12
2043,0.41,-0.122768817,-0.145
2044,0.58,-0.078472222,-0.1
2045,0.23,-0.14719086,-0.16
2046,0.38,-0.088805556,-0.1
2047,0.47,0.125094086,0.13
2048,0.39,0.011626344,0
2049,0.62,0.074902778,0.075
2050,1.15,0.132916667,0.11
2051,0.6,0.095347222,0.09
2052,0.63,-0.001142473,-0.02
2053,0.53,0.026209677,0.03
2054,0.56,-0.02735119,-0.03
2055,0.66,-0.193884409,-0.17
2056,0.5,-0.160902778,-0.19
2057,0.16,-0.150551075,-0.16
2058,0.28,-0.074263889,-0.075
2059,0.51,-0.002983871,-0.02
2060,0.45,0.039650538,0.04
2061,0.5,-0.028555556,-0.045
2062,0.92,0.12530914,0.1
2063,0.85,0.137138889,0.11
2064,0.74,0.111155914,0.13
2065,0.38,-0.221975806,-0.22
2066,0.37,-0.215517241,-0.235
2067,0.42,-0.202177419,-0.23
2068,0.57,-0.057194444,-0.08
2069,0.39,-0.118830645,-0.15
2070,0.38,0.017861111,0.01
2071,0.28,-0.058360215,-0.06
2072,0.37,-0.050362903,-0.07
2073,0.41,-0.050458333,-0.04
2074,0.7,-0.011344086,-0.03
2075,0.85,0.178583333,0.17
2076,0.89,0.145403226,0.145
2077,0.31,-0.049341398,-0.06
2078,1.09,0.091934524,0.06
2079,0.37,-0.042419355,-0.04
2080,0.62,-0.051125,-0.08
2081,0.36,-0.053427419,-0.07
2082,0.65,-0.022958333,-0.05
2083,0.31,0.019905914,0.03
2084,0.6,0.020591398,0.01
2085,0.4,0.005972222,-0.02
2086,0.57,-0.012016129,-0.01
2087,1.01,0.190138889,0.15
2088,0.69,0.100819892,0.1
2089,0.57,0.076357527,0.07
2090,0.77,0.007931548,0.01
2091,0.6,-0.272446237,-0.29
2092,-0.03,-0.325361111,-0.32
2093,0.6,-0.196290323,-0.21
2094,0.35,-0.015055556,-0.02
2095,0.46,0.125376344,0.12
2096,0.37,0.047419355,0.04
2097,0.76,0.199722222,0.2
2098,0.49,-0.076155914,-0.1
2099,0.65,0.048763889,0.05
2100,0.73,0.270685484,0.27
2101,0.99,0.269663978,0.25
2102,0.39,-0.036056548,-0.03
2103,0.43,-0.108830645,-0.12
2104,0.29,-0.181986111,-0.19
2105,0.44,-0.132379032,-0.14
2106,0.37,-0.079513889,-0.08
2107,0.33,-0.007997312,-0.01
2108,0.42,-0.008844086,-0.02
2109,0.75,0.158263889,0.15
2110,0.92,0.008037634,-0.04
2111,0.49,0.003625,0.01
2112,0.88,0.189489247,0.19
2113,1.03,0.117204301,0.08
2114,0.68,-0.088002874,-0.13
2115,0.79,-0.161276882,-0.23
2116,0.43,-0.164333333,-0.19
2117,0.34,-0.137607527,-0.14
2118,0.37,-0.057597222,-0.065
2119,0.29,-0.042634409,-0.04
2120,NA,NA,NA
2121,0.71,-0.098958333,-0.115
2122,0.62,-0.08686828,-0.09
2123,0.72,0.023861111,0.02
2124,NA,NA,NA
2125,0.57,-0.095577957,-0.11
2126,0.33,-0.150178571,-0.14
2127,0.61,-0.087876344,-0.11
2128,0.6,-0.031277778,-0.05
2129,0.41,-0.165228495,-0.19
2130,0.6,-0.050375,-0.07
2131,0.56,-0.032916667,-0.04
2132,0.26,-0.072271505,-0.09
2133,NA,NA,NA
2134,0.83,0.098252688,0.11
2135,1.22,0.256388889,0.25
2136,0.74,0.004469086,-0.02
2137,0.73,0.029126344,0
2138,0.23,-0.239598214,-0.25
2139,0.5,-0.040120968,-0.03
2140,0.28,-0.215680556,-0.22
2141,0.03,-0.28108871,-0.28
2142,0.39,-0.031805556,-0.05
2143,0.31,-0.017379032,-0.01
2144,0.33,0.002930108,0
2145,0.94,0.084972222,0.06
2146,0.73,0.075094086,0.08
2147,0.85,0.167388889,0.16
2148,0.38,-0.189422043,-0.185
2149,0.55,-0.198319892,-0.23
2150,0.49,-0.184449405,-0.18
2151,0.62,-0.053172043,-0.04
2152,0.39,-0.193388889,-0.2
2153,0.51,-0.079543011,-0.09
2154,0.37,-0.047833333,-0.05
2155,0.52,0.040053763,0.04
2156,0.47,0.034139785,0.03
2157,0.72,0.157958333,0.12
2158,0.64,-0.088776882,-0.12
2159,0.81,0.14,0.13
2160,0.99,0.045174731,0.05
2161,0.39,-0.077688172,-0.08
2162,0.27,-0.205014368,-0.22
2163,0.32,-0.259596774,-0.26
2164,0.55,-0.164930556,-0.18
2165,0.27,-0.152983871,-0.16
2166,0.36,-0.037694444,-0.04
2167,0.34,-0.028655914,-0.04
2168,0.72,0.034865591,0
2169,0.82,0.086763889,0.08
2170,0.86,0.113924731,0.1
2171,0.75,0.043277778,0.02
2172,0.8,0.171034946,0.19
2173,0.93,0.05797043,0.03
2174,0.91,-0.028258929,-0.11
2175,0.92,-0.05895672,-0.07
2176,0.28,-0.208699167,-0.2229
2177,0.3,-0.119708065,-0.11835
2178,0.495,0.007356944,0.01
2179,0.4367,0.059122715,0.07
2180,0.32,0.020954704,0.0233
2181,0.56,0.074335417,0.05
2182,NA,NA,NA
2183,1.47,0.279421528,0.25
2184,0.47,0.052002957,0.0367
2185,0.455,-0.025891398,-0.01165
2186,0.56,-0.02912872,-0.04165
2187,0.97,0.028952957,-0.025
2188,0.575,-0.021467778,-0.035
2189,0.6867,0.017638172,0.01
2190,0.2167,-0.064451389,-0.065
2191,0.3375,-0.048595833,-0.05
2192,0.595,0.119968817,0.1271
2193,0.86,0.170185417,0.16
2194,0.6,0.00902621,0.0045
2195,1.13,0.249924583,0.24
2196,1.315,0.214954301,0.19
2197,1.05,0.383757527,0.38
2198,0.88,-0.15189881,-0.18
2199,0.77,0.028896371,0.0275
2200,0.33,-0.028227639,-0.03365
2201,0.46,-0.001248925,-0.01
2202,0.36,-0.038271667,-0.03
2203,0.425,0.014091667,0.015
2204,0.4,-0.023151344,-0.03
2205,0.86,0.162058611,0.1667
2206,1.17,0.334853091,0.33
2207,0.8,0.153541667,0.1425
2208,0.8,0.134752016,0.1
2209,1.25,0.134530376,0.09
2210,0.595,-0.131358621,-0.18
2211,0.34,-0.232164651,-0.23585
2212,0.265,-0.197890278,-0.22
2213,0.15,-0.150260349,-0.14
2214,0.44,-0.072771944,-0.075
2215,0.31,-0.018556452,-0.01635
2216,0.48,-0.022655108,-0.03875
2217,0.56,0.023820833,0.01
2218,0.795,0.231983871,0.2267
2219,0.8367,0.058289583,0.02
2220,0.6233,0.045330645,0.03
2221,0.535,-0.154166667,-0.1738
2222,0.665,-0.16944494,-0.195
2223,0.32,-0.155695699,-0.17165
2224,0.35,-0.117572778,-0.13
2225,0.21,-0.185550134,-0.19
2226,0.3533,-0.02526,-0.02
2227,0.5,0.052390054,0.05
2228,0.65,0.149948253,0.14165
2229,0.575,0.121007639,0.1125
2230,0.6775,0.090683333,0.08
2231,1.525,0.032027917,-0.05
2232,0.735,0.122312231,0.12
2233,0.9267,0.022426344,-0.01
2234,-0.035,-0.356228423,-0.35
2235,0.79,-0.056870833,-0.095
2236,0.2133,-0.25297625,-0.24
2237,0.5633,-0.032425134,-0.04
2238,0.26,-0.095966667,-0.09
2239,0.44,0.046690726,0.0429
2240,0.47,0.020128091,0.02165
2241,0.5575,0.106678194,0.1045
2242,0.75,0.176338575,0.15
2243,0.795,0.221499583,0.21415
2244,1.025,0.177273253,0.16
2245,0.365,-0.222714516,-0.23
2246,0.575,-0.048672619,-0.07415
2247,0.68,-0.154593683,-0.20835
2248,0.16,-0.155775972,-0.1633
2249,0.27,-0.100515591,-0.099
2250,0.445,0.005818472,0.005
2251,0.385,-0.003663844,0.00415
2252,0.455,0.080726613,0.064
2253,0.65,0.182097917,0.20265
2254,1.34,0.096968414,0.07245
2255,0.82,0.070655278,0.03
2256,0.73,0.097349328,0.09
2257,1.105,0.144046371,0.1029
2258,0.85,0.098907902,0.12
2259,0.64,-0.059348656,-0.075
2260,0.47,-0.13394375,-0.1533
2261,0.2533,-0.180034005,-0.18
2262,0.26,-0.063288611,-0.06
2263,0.88,0.104682661,0.09
2264,0.5633,0.139088575,0.1333
2265,0.825,0.165397917,0.155
2266,0.8,0.058826613,0.00225
2267,0.56,0.107680278,0.125
2268,1.125,0.177539919,0.175
2269,1.35,0.269375806,0.25
2270,0.99,0.291917262,0.28
2271,0.82,0.166654839,0.1445
2272,0.3,-0.139440972,-0.12365
2273,0.375,-0.030520296,-0.04
2274,0.545,-0.006307222,-0.001
2275,0.63,-0.053207527,-0.07
2276,0.555,0.136782527,0.1329
2277,0.525,0.060855694,0.055
2278,0.72,0.115464113,0.085
2279,0.615,0.094928056,0.0925
2280,0.635,0.134593683,0.13
2281,1.15,0.28597948,0.29
2282,1.56,0.406205357,0.37
2283,0.93,0.22448951,0.2
2284,0.63,0.025277778,0.03
2285,0.29,-0.12797043,-0.12
2286,0.38,-0.011930556,-0.02
2287,0.49,0.032163978,0
2288,0.51,0.070887097,0.07
2289,1,0.051694444,0.02
2290,0.77,0.100255376,0.08
2291,0.74,0.026236111,-0.01
2292,0.87,0.041505376,0.01
2293,0.95,0.107459677,0.04
2294,0.53,-0.233005952,-0.26
2295,0.4,-0.157486559,-0.175
2296,0.42,-0.141527778,-0.16
2297,0.45,-0.144193548,-0.17
2298,0.38,0.018222222,0.02
2299,0.4,-0.027083333,-0.03
2300,0.43,0.040228495,0.03
2301,0.85,0.130027778,0.11
2302,0.7,0.009099462,-0.04
2303,0.75,0.094430556,0.09
2304,1.03,-0.034166667,-0.08
2305,0.94,0.060094086,0
2306,0.62,0.077916667,0.07
2307,0.79,0.001733871,-0.04
2308,0.81,-0.064402778,-0.07
2309,0.5,-0.055080645,-0.08
2310,0.2,-0.125506419,-0.13
2311,0.47,0.014153226,0.015
2312,0.47,0.120443548,0.13
2313,0.49,0.032111111,0.04
2314,NA,NA,NA
2315,NA,NA,NA
2316,NA,NA,NA
2317,NA,NA,NA
2318,NA,NA,NA
2319,0.79,-0.076169355,-0.12
2320,0.47,-0.155527778,-0.17
2321,0.23,-0.156989247,-0.16
2322,0.34,-0.036416667,-0.04
2323,0.42,-0.009314516,-0.01
2324,0.53,0.054973118,0.04
2325,0.35,-0.123916667,-0.12
2326,0.41,-0.108575269,-0.13
2327,0.42,-0.162444444,-0.16
2328,1.02,0.094596774,0.125
2329,0.77,0.107008197,0.06
2330,NA,NA,NA
2331,NA,NA,NA
2332,NA,NA,NA
2333,0.32,-0.109811828,-0.11
2334,0.51,0.046777778,0.05
2335,0.21,-0.075362903,-0.07
2336,NA,NA,NA
2337,0.65,0.014972222,-0.03
2338,0.42,0.012244624,0.03
2339,0.93,0.060555556,0.04
2340,0.9,0.194341398,0.17
2341,0.83,0.069784946,0.07
2342,0.78,0.264940476,0.26
2343,0.84,0.093897849,0.09
2344,0.48,-0.081361111,-0.1
2345,0.23,-0.089274194,-0.08
2346,0.57,-0.044972222,-0.06
2347,0.42,0.003454301,-0.02
2348,0.4,-0.013427419,-0.01
2349,0.66,-0.022308782,-0.03
2350,0.75,0.148884409,0.13
2351,0.53,-0.031208333,-0.03
2352,0.39,-0.145013441,-0.14
2353,0.16,-0.242365591,-0.23
2354,0.64,-0.267816092,-0.27
2355,0.15,-0.345524194,-0.33
2356,0.14,-0.237208333,-0.23
2357,0.24,-0.160322581,-0.17
2358,0.4,-0.04525,-0.04
2359,0.41,0.02405914,0.02
2360,0.35,-0.07969086,-0.08
2361,0.56,-0.15325,-0.2
2362,0.75,0.061424731,0.05
2363,1.16,0.113847222,0.07
2364,0.33,-0.036303763,-0.04
2365,0.53,-0.060846774,-0.08
2366,1.03,0.195758929,0.205
2367,1.18,-0.006008065,-0.07
2368,0.47,-0.053083333,-0.06
2369,0.39,-0.068938172,-0.065
2370,0.37,-0.073402778,-0.07
2371,0.24,-0.124139785,-0.13
2372,0.39,-0.045658602,-0.05
2373,0.86,0.123,0.085
2374,0.81,0.109395161,0.09
2375,0.49,-0.051194444,-0.06
2376,0.58,-0.015806452,-0.01
2377,0.72,0.079731183,0.08
2378,1.04,0.189122024,0.17
2379,0.65,-0.049623656,-0.06
2380,0.33,-0.125555556,-0.12
2381,0.3,-0.138709677,-0.15
2382,0.4,0.002791667,0.01
2383,0.64,0.126518817,0.12
2384,0.57,0.113884409,0.1
2385,0.61,0.019833333,-0.01
2386,1,0.168830645,0.185
2387,0.6,-0.007388889,-0.02
2388,0.82,0.082728495,0.07
2389,0.85,0.117513441,0.12
2390,1.02,0.110818452,0.07
2391,0.53,-0.059408602,-0.06
2392,0.48,-0.047791667,-0.06
2393,0.38,-0.088198925,-0.11
2394,0.38,-0.008680556,-0.01
2395,0.47,0.024018817,0.02
2396,0.34,-0.011451613,-0.01
2397,0.44,0.067277778,0.06
2398,0.91,0.083763441,0.08
2399,0.96,0.111791667,0.07
2400,1.05,0.204099462,0.17
2401,1.325,0.133501344,0.09
2402,0.75,0.161357759,0.16
2403,0.7,-0.006767473,-0.04
2404,0.22,-0.117854167,-0.12
2405,0.58,-0.033635753,-0.05
2406,0.56,0.013875,0.01
2407,0.42,0.040846774,0.04
2408,0.495,0.06468414,0.07
2409,0.5,-0.045361111,-0.06
2410,1.185,0.118293011,0.08
2411,0.67,0.080236111,0.08
2412,0.93,0.158736559,0.15
2413,0.51,0.017762097,0
2414,0.39,-0.13811756,-0.13
2415,0.42,-0.099426478,-0.11
2416,0.585,-0.111715278,-0.13
2417,0.32,-0.133528226,-0.14
2418,0.485,-0.013548611,-0.02
2419,0.49,0.019375,0.01
2420,0.5,0.073669355,0.08
2421,0.345,0.012472222,0.03
2422,0.795,0.236108871,0.21
2423,0.66,0.150409722,0.13
2424,0.635,-0.025799731,-0.045
2425,1.215,0.200947581,0.18
2426,1,0.313095238,0.315
2427,0.96,0.092775538,0.05
2428,0.59,-0.049993056,-0.07
2429,0.43,-0.052392473,-0.05
2430,0.495,0.031395833,0.03
2431,0.57,0.055813172,0.05
2432,0.57,-0.012674731,-0.02
2433,0.56,-0.028729167,-0.03
2434,0.945,-0.072392473,-0.13
2435,0.41,-0.093090278,-0.1
2436,0.28,-0.21311828,-0.22
2437,1.055,0.112009409,0.065
2438,0.42,-0.11514881,-0.12
2439,0.505,-0.102903226,-0.15
2440,0.43,-0.145694444,-0.18
2441,0.37,0.008232527,0.01
2442,0.61,0.050236111,0.03
2443,0.49,0.026740591,0.02
2444,0.68,0.058447581,0.04
2445,0.69,0.059090278,0.04
2446,0.495,0.052614247,0.065
2447,0.55,0.039506944,0.02
2448,0.76,0.079045699,0.07
2449,0.67,0.016612903,0.03
2450,0.73,0.021451149,0
2451,0.61,-0.093897849,-0.13
2452,0.29,-0.127569444,-0.11
2453,0.32,-0.114005376,-0.13
2454,0.32,-0.053277778,-0.04
2455,0.35,0.008158602,0.01
2456,0.5,0.040279301,0.03
2457,0.85,0.168875,0.14
2458,0.63,0.030981183,0
2459,0.62,0.055055556,0.05
2460,0.84,0.183467742,0.165
2461,1.27,0.234435484,0.23
2462,0.69,-0.219434524,-0.24
2463,0.38,-0.19358871,-0.2
2464,0.37,-0.140069444,-0.16
2465,0.3,-0.07202957,-0.07
2466,0.3,-0.053527778,-0.05
2467,0.37,0.028615591,0.03
2468,0.66,0.107876344,0.1
2469,0.78,0.101611111,0.08
2470,0.77,0.047352151,0.05
2471,0.88,0.174776944,0.17
2472,0.52,-0.069126344,-0.06
2473,0.77,-0.145524194,-0.16
2474,0.5,-0.156264881,-0.16
2475,0.36,-0.204583333,-0.21
2476,0.4,-0.028638889,-0.02
2477,0.53,-0.133306452,-0.13
2478,0.43,-0.079819444,-0.09
2479,0.38,-0.078534946,-0.07
2480,0.39,-0.008945968,-0.01
2481,0.7,0.078972222,0.06
2482,0.85,0.163013441,0.16
2483,0.83,0.296680556,0.3
2484,1,0.309448925,0.27
2485,1.188,0.267356586,0.2667
2486,0.345,-0.04653125,-0.031
2487,1.035,0.008828495,0.00165
2488,0.3933,-0.093561944,-0.1167
2489,0.465,0.024263038,0
2490,0.44,-0.011122361,-0.03185
2491,0.57,0.158373387,0.14675
2492,0.48,0.057389247,0.05635
2493,0.6633,0.127578194,0.1317
2494,0.505,0.052230108,0.03815
2495,0.775,0.085958611,0.07585
2496,0.9,0.133348522,0.135
2497,1.165,0.174327016,0.2
2498,1.23,0.181522414,0.14535
2499,1.22,0.0796375,0.0638
2500,0.295,-0.073333056,-0.09
2501,0.26,-0.164155511,-0.1633
2502,0.54,0.022960278,0.01
2503,0.39,0.025186425,0.03
2504,0.56,0.085740726,0.07
2505,0.5233,-0.036740417,-0.04125
2506,0.73,0.260571102,0.26
2507,0.815,0.022311528,0.0033
2508,0.77,-0.006064113,-0.04665
2509,0.72,0.017239382,-0.029
2510,0.38,-0.105402083,-0.12
2511,0.4225,-0.077976075,-0.07
2512,0.1983,-0.165080417,-0.165
2513,0.5762,-0.092575806,-0.11215
2514,0.41,-0.11088,-0.11
2515,0.74,0.09858871,0.09
2516,0.5846,0.075928763,0.05
2517,0.745,0.122077222,0.11835
2518,0.9738,-0.01946371,-0.0584
2519,0.88,0.119484444,0.09
2520,0.4633,-0.051237769,-0.0583
2521,0.403,-0.234456586,-0.2446
2522,0.32,-0.22227619,-0.2496
2523,0.3255,-0.104989785,-0.1091
2524,0.27,-0.163167222,-0.1645
2525,0.3485,-0.109699462,-0.1039
2526,0.6427,-0.012812083,-0.02365
2527,0.4091,0.047293011,0.04
2528,0.82,0.091297715,0.06195
2529,0.66,0.01819125,-0.02
2530,0.588,0.053152016,0.0443
2531,0.755,-0.050969444,-0.092
2532,0.5275,-0.12259422,-0.12835
2533,0.5858,0.002890726,-0.00585
2534,0.9025,-0.047051786,-0.0925
2535,0.4673,-0.118729839,-0.13885
2536,0.566,-0.035214306,-0.03875
2537,0.5556,0.001480645,-0.01345
2538,0.4009,0.042236389,0.0515
2539,0.3543,0.007359274,0
2540,0.674,0.061022715,0.0584
2541,0.98,0.202899861,0.171
2542,0.8575,0.137584005,0.1136
2543,1.2387,0.111099722,0.0223
2544,1.4369,0.361648656,0.3396
2545,1.0785,0.053242339,0.06125
2546,0.577,-0.097618247,-0.1275
2547,0.4582,-0.054233737,-0.0683
2548,0.4427,-0.054675417,-0.05575
2549,0.539,-0.03939664,-0.05085
2550,0.3282,0.016475278,0.0242
2551,0.4318,0.061116398,0.0569
2552,0.4575,0.066008468,0.0633
2553,0.6715,0.198029167,0.19815
2554,0.4762,0.121046774,0.14595
2555,0.6012,0.177599583,0.18785
2556,0.6791,-0.094054301,-0.12
2557,0.7627,-0.022908737,-0.0837
2558,0.7531,-0.193217857,-0.25245
2559,0.1325,-0.298575134,-0.28415
2560,0.4809,-0.112193194,-0.1328
2561,0.3342,-0.095230108,-0.0908
2562,0.36,-0.067706667,-0.07655
2563,0.3633,-0.0436875,-0.05485
2564,0.5756,0.043941263,0.0351
2565,0.4845,0.028079028,0.0179
2566,0.9042,0.055078495,0.03635
2567,0.8454,0.156379306,0.17785
2568,1.1142,0.289111156,0.2556
2569,0.6864,-0.075147849,-0.13375
2570,0.7775,0.097226637,0.08825
2571,0.5185,0.00251129,-0.009
2572,0.5742,-0.073994028,-0.09
2573,0.37,-0.106933065,-0.1191
2574,0.1854,-0.100742083,-0.1077
2575,0.342,-0.029847177,-0.01855
2576,0.6218,0.082493414,0.06455
2577,0.6127,-0.020471667,-0.0279
