V1,V2,V3,V4
1925,3.86,2.174560484,2.18
1926,3.82,2.162931944,2.14
1927,3.801,2.141356183,2.135
1928,3.9,2.172107242,2.16
1929,3.95,2.195272222,2.19
1930,3.96,2.272889785,2.265
1931,3.9,2.237645833,2.23
1932,3.91,2.117563172,2.09
1933,3.94,2.063233871,2.055
1934,4,2.079269345,2.07
1935,4.14,2.18830914,2.18
1936,3.87,2.158433333,2.15
1937,3.86,2.236033602,2.245
1938,3.83,2.164308333,2.15
1939,3.9,2.157657258,2.12
1940,4.08,2.177032258,2.1615
1941,4.074,2.207865278,2.19
1942,3.87,2.199971774,2.201
1943,3.9,2.314772222,2.27
1944,3.7,2.289778226,2.28
1945,3.8,2.177680108,2.18
1946,3.95,2.10119494,2.09
1947,4.31,2.262528226,2.22
1948,3.94,2.160975,2.17
1949,3.78,2.123063172,2.105
1950,3.6,2.187029167,2.19
1951,3.77,2.152244624,2.13
1952,3.92,2.156221774,2.15
1953,4.02,2.207986111,2.21
1954,4.2,2.298990591,2.28
1955,3.99,2.248355556,2.25
1956,NA,NA,NA
1957,NA,NA,NA
1958,NA,NA,NA
1959,NA,NA,NA
1960,NA,NA,NA
1961,NA,NA,NA
1962,NA,NA,NA
1963,NA,NA,NA
1964,NA,NA,NA
1965,NA,NA,NA
1966,NA,NA,NA
1967,NA,NA,NA
1968,NA,NA,NA
1969,3.72,2.224044355,2.23
1970,3.92,2.220027299,2.19
1971,3.89,2.242236559,2.24
1972,3.8,2.156023611,2.1625
1973,3.73,2.163330645,2.16
1974,3.76,2.212715278,2.22
1975,3.68,2.153944993,2.14
1976,NA,NA,NA
1977,3.86,2.242640278,2.24
1978,3.84,2.189333333,2.21
1979,3.72,2.203581944,2.18
1980,3.94,2.210063172,2.19
1981,3.74,2.138025538,2.14
1982,3.9,2.23985119,2.235
1983,3.78,2.166149194,2.135
1984,3.61,2.124034722,2.125
1985,3.71,2.159094086,2.1465
1986,3.78,2.162890278,2.135
1987,3.93,2.14668414,2.15
1988,3.96,2.154764785,2.125
1989,4.07,2.217559722,2.21
1990,3.97,2.370244624,2.36
1991,3.73,2.279,2.275
1992,3.58,2.130299731,2.12
1993,3.76,2.194987903,2.19
1994,3.98,2.251113095,2.25
1995,3.88,2.10290457,2.08
1996,3.93,2.146226389,2.11
1997,3.64,2.150247312,2.13
1998,3.57,2.157741667,2.1405
1999,3.77,2.205438172,2.195
2000,3.95,2.174728495,2.18
2001,4.06,2.239775,2.23
2002,4.026,2.247083333,2.24
2003,3.76,2.217629167,2.21
2004,3.54,2.134586022,2.12
2005,3.76,2.131032258,2.105
2006,3.95,2.162508929,2.15
2007,3.97,2.113798387,2.095
2008,3.84,2.202183824,2.18
2009,NA,NA,NA
2010,3.57,2.1531625,2.15
2011,3.46,2.117291667,2.115
2012,3.73,2.140733871,2.145
2013,3.81,2.156026389,2.16
2014,3.94,2.219307796,2.23
2015,3.89,2.2798625,2.29
2016,3.69,2.137071237,2.142
2017,3.59,2.054880376,2.045
2018,3.88,2.199989943,2.17
2019,3.77,2.150115591,2.16
2020,4.06,2.198445833,2.195
2021,3.78,2.15571371,2.15
2022,3.74,2.183454167,2.16
2023,3.69,2.189084677,2.19
2024,3.87,2.185048387,2.165
2025,3.823,2.172123611,2.17
2026,3.88,2.243524194,2.235
2027,3.94,2.351623611,2.365
2028,3.77,2.244556452,2.22
2029,3.95,2.23274328,2.22
2030,4.233,2.31475,2.3015
2031,3.89,2.261412634,2.27
2032,3.78,2.138580556,2.13
2033,NA,NA,NA
2034,NA,NA,NA
2035,3.9,2.180891129,2.17
2036,4,2.210637097,2.195
2037,3.84,2.173994444,2.16
2038,3.75,2.27472043,2.27
2039,3.82,2.290631944,2.27
2040,3.67,2.134069892,2.14
2041,NA,NA,NA
2042,NA,NA,NA
2043,NA,NA,NA
2044,NA,NA,NA
2045,NA,NA,NA
2046,NA,NA,NA
2047,NA,NA,NA
2048,NA,NA,NA
2049,3.99,2.188540278,2.1895
2050,3.94,2.226327957,2.23
2051,NA,NA,NA
2052,NA,NA,NA
2053,4.058,2.141897695,2.13
2054,4.03,2.120510417,2.095
2055,3.92,2.188788978,2.19
2056,3.76,2.226656944,2.24
2057,3.67,2.176615591,2.175
2058,3.44,2.132697222,2.13
2059,3.69,2.165772849,2.17
2060,3.91,2.156282258,2.14
2061,4.17,2.1884375,2.155
2062,4.06,2.20738172,2.205
2063,3.86,2.201426389,2.17
2064,3.59,2.132501344,2.12
2065,3.67,2.119176075,2.105
2066,3.98,2.161436923,2.15
2067,4.04,2.167252688,2.16
2068,3.87,2.120755556,2.1
2069,3.73,2.086194892,2.1
2070,3.78,2.119906944,2.12
2071,3.78,2.151537634,2.13
2072,3.84,2.155909946,2.16
2073,3.96,2.228554167,2.21
2074,NA,NA,NA
2075,3.83,2.199420833,2.19
2076,3.73,2.171514785,2.17
2077,3.85,2.120989247,2.11
2078,NA,NA,NA
2079,3.74,2.111297043,2.1
2080,3.61,2.155447222,2.16
2081,3.83,2.182454301,2.155
2082,3.73,2.179693056,2.19
2083,3.94,2.171580645,2.17
2084,3.86,2.164043011,2.16
2085,3.74,2.1823875,2.2
2086,NA,NA,NA
2087,3.89,2.252233333,2.2675
2088,3.87,2.192227151,2.195
2089,3.82,2.097763441,2.09
2090,3.87,2.10175744,2.105
2091,3.94,2.132717742,2.105
2092,3.71,2.142756944,2.155
2093,3.65,2.135763441,2.14
2094,3.79,2.198415278,2.2
2095,3.9,2.169645161,2.165
2096,3.93,2.131543011,2.125
2097,3.94,2.124406944,2.1
2098,3.68,2.09797043,2.09
2099,3.76,2.120863889,2.11
2100,3.62,2.081259409,2.075
2101,3.87,2.092422043,2.08
2102,4.27,2.150416667,2.14
2103,4.06,2.145653226,2.105
2104,3.74,2.100041667,2.1
2105,3.55,2.145932796,2.135
2106,3.57,2.150327778,2.15
2107,3.71,2.15338172,2.135
2108,3.88,2.172532258,2.15
2109,3.97,2.144944444,2.155
2110,3.89,2.162098118,2.16
2111,3.73,2.158101389,2.155
2112,3.71,2.202194892,2.19
2113,3.64,2.098465054,2.08
2114,3.93,2.124356322,2.09
2115,4.06,2.123569892,2.125
2116,3.93,2.166597222,2.17
2117,3.78,2.119483871,2.115
2118,3.7,2.160798611,2.16
2119,3.7,2.158090054,2.16
2120,3.9,2.196461022,2.2
2121,4.01,2.190906944,2.175
2122,3.89,2.204303763,2.22
2123,3.85,2.131456944,2.12
2124,3.84,2.251549731,2.265
2125,3.91,2.211465054,2.21
2126,3.79,2.177901786,2.185
2127,3.79,2.148158602,2.115
2128,3.9,2.102791667,2.08
2129,3.76,2.105846774,2.085
2130,3.75,2.117875,2.115
2131,3.79,2.118064516,2.105
2132,3.76,2.11063172,2.095
2133,3.75,2.17925,2.185
2134,3.83,2.250537634,2.27
2135,3.77,2.170722222,2.19
2136,3.88,2.248790323,2.255
2137,3.98,2.133024194,2.145
2138,4.06,2.212916667,2.205
2139,3.79,2.044462366,2.03
2140,3.71,2.139652778,2.13
2141,3.72,2.138467742,2.14
2142,3.78,2.14775,2.13
2143,3.84,2.135483871,2.14
