"V1","V2","V3","V4"
1975,5.28,2.84934139784946,2.885
1976,5.21,2.87353494623656,2.94
1977,4.98,2.83854166666667,2.885
1978,5.22,2.90596774193548,3.02
1979,5.22,2.95751388888889,3.035
1980,5.67,3.05744623655914,3.085
1981,5.48,3.04288978494624,3.09
1982,5.26,2.89715773809524,2.925
1983,4.87,2.82833333333333,2.88
1984,5.01,2.90061111111111,2.985
1985,5.13,2.75344086021505,2.805
1986,5.23,2.77693055555556,2.8
1987,5.25,2.80266129032258,2.825
1988,5.18,2.85623655913979,2.895
1989,5.05,2.81644444444444,2.865
1990,5.09,2.96194892473118,3.03
1991,5.32,3.12356944444444,3.175
1992,5.46,3.13045698924731,3.175
1993,5.56,3.115,3.145
1994,5.65,2.9909375,3.03
1995,5.53,3.03525537634409,3.115
1996,5.24,2.82002777777778,2.9
1997,5.1,2.76412634408602,2.805
1998,5.05,2.81755555555556,2.875
1999,5.14,2.82958333333333,2.855
2000,5.07,2.81067204301075,2.875
2001,5.28,2.87781944444444,2.915
2002,5.18,2.88471774193548,3
2003,5.46,2.98533333333333,3.06
2004,5.56,3.13147849462366,3.195
2005,5.51,3.03534946236559,3.095
2006,5.29,2.94672619047619,2.96
2007,5.5,3.00432795698925,3.04
2008,5.36,2.91230555555556,2.985
2009,5.12,2.80556451612903,2.88
2010,5.11,2.832,2.87
2011,4.86,2.81405913978495,2.82
2012,4.92,2.82302419354839,2.9
2013,5.13,2.92384722222222,2.99
2014,5.57,3.01494623655914,3.085
2015,5.47,2.95040277777778,3.01
2016,5.71,2.99341397849462,3.055
2017,5.28,3.03240591397849,3.105
2018,5.11,3.06116379310345,3.09
2019,5.35,3.01936827956989,3.075
2020,5.31,2.79229166666667,2.88
2021,5.38,2.84513440860215,2.9
2022,5.25,2.81493055555556,2.9
2023,5.25,2.82170698924731,2.85
2024,5.01,2.90552419354839,2.97
2025,5.03,2.86308333333333,2.96
2026,5.43,3.02845430107527,3.12
2027,5.91,3.08768055555556,3.135
2028,5.42,3.10123655913978,3.175
2029,5.54,3.10288978494624,3.155
2030,5.44,3.12709821428571,3.205
2031,5.05,2.89743279569892,2.935
2032,5.54,3.05290277777778,3.105
2033,5.11,2.85559139784946,2.95
2034,5.23,2.877375,2.955
2035,5.17,2.79298387096774,2.805
2036,5.19,2.84508064516129,2.905
2037,5.11,2.929125,2.99
2038,5.04,2.93970430107527,2.975
2039,5.23,3.00705555555556,3.075
2040,5.79,3.12006720430108,3.145
2041,5.48,3.04646505376344,3.08
2042,5.29,2.9678869047619,3.045
2043,5.35,2.90440860215054,2.98
2044,5.18,2.76361111111111,2.8
2045,4.93,2.74560483870968,2.82
2046,4.98,2.77368055555556,2.83
2047,5.15,2.79118279569892,2.83
2048,5.09,2.80450268817204,2.85
2049,5.35,2.82197222222222,2.865
2050,5.22,2.91950268817204,3.005
2051,5.33,2.98858333333333,3.04
2052,5.41,3.07166666666667,3.09
2053,5.15,2.93548387096774,2.99
2054,5.18,2.89828869047619,2.935
2055,5.45,2.94240591397849,2.94
2056,5.23,2.90866666666667,2.965
2057,5.03,2.77844086021505,2.835
2058,5.05,2.85177777777778,2.895
2059,4.98,2.81548387096774,2.85
2060,4.99,2.87079301075269,2.91
2061,5.2,2.90080555555556,2.95
2062,5.36,2.89873655913979,2.945
2063,5.33,2.97594444444444,3.03
2064,5.57,2.96661290322581,3.02
2065,5.11,2.89709677419355,2.94
2066,5.35,3.03137931034483,3.06
2067,5.48,3.01987903225806,3.095
2068,5.4,2.95330555555556,3.015
2069,5.38,2.83518817204301,2.885
2070,5.24,2.87611111111111,2.95
2071,5.18,2.88556451612903,2.96
2072,4.99,2.83670698924731,2.885
2073,5.25,2.89347222222222,2.92
2074,5.24,2.87977150537634,2.91
2075,5.58,3.03358333333333,3.09
2076,5.72,3.06774193548387,3.065
2077,5.71,3.11611559139785,3.135
2078,5.13,3.00415178571429,3.08
2079,5.18,2.97280913978495,2.985
2080,5.05,2.73434722222222,2.785
2081,5.2,2.80307795698925,2.85
2082,5.23,2.83630555555556,2.895
2083,5.14,2.77720430107527,2.81
2084,4.86,2.79069892473118,2.79
2085,4.89,2.82595833333333,2.875
2086,5.12,2.88271505376344,2.905
2087,5.54,3.01304166666667,3.08
2088,5.75,3.11154569892473,3.115
2089,5.34,3.00754032258064,3.01
2090,5,2.97206845238095,3.07
2091,5.52,3.05681451612903,3.1
2092,5.39,2.96640277777778,3.005
2093,5.14,2.84888440860215,2.87
2094,5.15,2.846375,2.85
2095,5.2,2.86466397849462,2.9
2096,5.12,2.80711021505376,2.82
2097,5.06,2.84175,2.84
2098,5.08,2.79751344086021,2.805
2099,5.13,2.93576388888889,2.985
2100,5.2,2.98404569892473,3
2101,5.18,2.9007123655914,2.96
2102,5.36,3.00083333333333,3.035
2103,5.37,2.92909946236559,2.995
2104,5.22,2.78458333333333,2.85
2105,4.86,2.74625,2.76
2106,4.86,2.75044444444444,2.78
2107,4.98,2.78701612903226,2.79
2108,5.09,2.8122311827957,2.825
2109,5.12,2.75495833333333,2.79
2110,5.48,2.97131720430108,3
2111,5.56,3.03026388888889,3.07
2112,5.37,2.9252688172043,2.965
2113,5.06,2.9340188172043,2.97
2114,5.38,2.96693965517241,2.97
2115,5.55,2.88967741935484,2.91
2116,5.5,2.87404166666667,2.93
2117,5.2,2.81856182795699,2.845
2118,5.25,2.84105555555556,2.855
2119,5.15,2.9005376344086,2.925
2120,5.04,2.88967741935484,2.93
2121,5.35,2.88873611111111,2.91
2122,5.65,2.89737903225806,2.905
2123,5.41,2.90383333333333,2.93
2124,5.4,3.00202956989247,3.04
2125,5.24,2.91766129032258,2.95
2126,5.04,2.994375,2.99
2127,5.44,2.88692204301075,2.895
2128,5.13,2.75488888888889,2.8
2129,5.37,2.85094086021505,2.865
2130,5.28,2.79731944444444,2.82
2131,5.22,2.77619623655914,2.81
2132,5.02,2.84900269541779,2.865
2133,NA,NA,NA
2134,5.16,2.93235215053763,2.995
2135,5.71,3.01331944444444,3.045
2136,5.81,3.06931451612903,3.09
2137,5.71,3.06885752688172,3.1
2138,5.76,3.01651785714286,3.05
2139,5.15,2.89716397849462,2.89
2140,5.2,2.88968055555556,2.91
2141,5.14,2.76717741935484,2.83
2142,5.19,2.77608333333333,2.82
2143,5.17,2.75819892473118,2.8
2144,5.16,2.82840053763441,2.84
2145,4.97,2.92255555555556,2.98
2146,5.01,2.81385752688172,2.84
2147,5.17,2.80615277777778,2.825
2148,5.13,2.7934811827957,2.84
2149,5.2,2.84736559139785,2.87
2150,5.4,2.97380952380952,2.985
2151,5.27,2.86099462365591,2.875
2152,5.07,2.80876388888889,2.825
2153,4.98,2.75961021505376,2.82
2154,4.92,2.69158333333333,2.7
2155,5.26,2.79280913978495,2.815
2156,5.06,2.79129032258065,2.805
2157,5.34,2.86548611111111,2.905
2158,5.14,2.88611559139785,2.94
2159,5.32,2.90231944444444,2.945
2160,5.49,2.97495967741935,2.97
2161,5.25,2.94239247311828,3.01
2162,5.46,2.99702586206897,3
2163,5.29,2.90182795698925,2.935
2164,5.28,2.85380555555556,2.9
2165,5.19,2.76470430107527,2.8
2166,5.03,2.76905555555556,2.785
2167,4.86,2.71086021505376,2.745
2168,4.93,2.68172043010753,2.705
2169,5.25,2.84408333333333,2.84
2170,5.41,2.88603494623656,2.935
2171,5.41,2.996375,3.025
2172,5.52,3.06217741935484,3.09
2173,5.5,3.11206989247312,3.135
2174,5.37,2.99471726190476,3
2175,5.1,2.96013440860215,3.025
2176,5.16,2.86898611111111,2.93
2177,5.35,2.85655913978495,2.88
2178,5.42,2.86498611111111,2.94
2179,5.1,2.7825,2.85
